what,kind,bundleId,bundleVersion,description,time
closed,view,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.SourceView",1489449610179
opened,view,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.JavadocView",1489449610977
activated,view,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.JavadocView",1489449611107
activated,view,org.eclipse.egit.ui,4.4.1.201607150455-r,"org.eclipse.egit.ui.StagingView",1489449611671
closed,view,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.JavadocView",1489449611810
activated,view,org.eclipse.jdt.ui,3.12.2.v20160929-0804,"org.eclipse.jdt.ui.PackageExplorer",1489449615033
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1489449623481
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1489449736560
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1489449742741
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1489449745564
deactivated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1489449802113
activated,workbench,org.eclipse.ui.workbench,3.108.2.v20161025-2029,"",1489450058015
